RETRO_RISK_SERIES,STATEMENT_SEGMENT,NPV_STATEMENT_NUMBER_SEGMENT,COHORT,RETRO_RISK_GROUP,COMBINED_UTIL_GROUP,IS_IN_IN,IS_SWAP_IN,IS_4K_PLUS,REAL_OUTCOME,CREDIT_LIMIT_BUCKET,CLIP_AMOUNT_GROUP_ASSUMPTIONS,STATEMENT_SEGMENT_NEW,ELIGIBILITY_CATEGORY,REWARDS_TYPE,APR_TYPE,STATEMENTS_SINCE_CLIP,ORIGINAL_STATEMENTS,OPEN_STATEMENTS,CHARGED_OFF_STATEMENTS,CHARGEOFFS_PBAD,PRINCIPAL_BALANCE_OPEN_ACCOUNTS,PURCHASE_BALANCE_OPEN_ACCOUNTS,TOTAL_BALANCE_OPEN_ACCOUNTS,CREDIT_LIMIT_OPEN_ACCOUNTS,BKT2_ACCOUNTS,VOLUNTARY_CLOSURES,PRINCIPAL_BALANCE_CHARGEDOFF_ACCOUNTS,CREDIT_LIMIT_CHARGEDOFF_ACCOUNTS,CASH_ADVANCE_TAKERS,CASH_ADVANCE_AMOUNT,LATE_FEES,AVERAGE_OUTSTANDING_BALANCE_OPEN_ACCOUNTS,AVERAGE_PURCHASE_BALANCE_OPEN_ACCOUNTS,OPEN_STATEMENTS_ASSUMPTIONS,CREDIT_LIMIT_OPEN_ACCOUNTS_ASSUMPTIONS,ORIGINAL_STATEMENTS_ASSUMPTIONS,AVERAGE_OUTSTANDING_BALANCE_OPEN_ACCOUNTS_ASSUMPTIONS,PBAD,SEVERITY,UTILIZATION,CREDIT_LINE,CASH_ADVANCE_AGGREGATE,PENALTY_AGGREGATE,PVOL_AGGREGATE,ATTRITION_AGGREGATE,OUTSTANDING_AGGREGATE,REVOLVE_AGGREGATE,PBAD_PER_OPEN,UTILIZATION_PER_OPEN,FINAL_PURCHASE_VOLUME_PERCENTAGE,UTIL_OPEN_ASMPT,SEVERITY_ASMPT,CLOSE_OPEN_ASMPT,CREDIT_LINE_PER_OPEN,CASH_INCIDENCE_ASMPT,PENALTY_FEE_RATE_ASMPT,OUTSTANDINGS_PER_ORIGINAL_ASMPT,REVOLVE_RATE_ASMPT,ACTUAL_PBAD_PER_OPEN,ACTUAL_SEVERITY,ACTUAL_UTIL,ACTUAL_DQ30,ACTUAL_CREDIT_LINE,ACTUAL_CASH_ADVANCE,ACTUAL_PENALTY,ACTUAL_PVOL,ACTUAL_ATTRITION,ACTUAL_OUTSTANDING
F,11,Y1-S11,2024 Q4,13.0,5.0,False,False,False,OTHER,2,0,Y1,Eligible,Non-Rewards,Low,78,4,,,,,,,,,0,,,,,,,,8,15500.0,4,9299.92366667,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,18,Y2,2023 Q1,3.0,3.0,False,False,True,APPROVED,5,2000,Y2,Eligible,Non-Rewards,Low,58,1,,,,,,,,,0,,,,,,,,1,6500.0,1,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.005792775624,0.330214361,0.015369571059185242,0.3461796,0.8268000000000001,0.0014600000000000001,6505,0.005200000000000001,0.020200000000000003,1467.3122163787484,0.89826268,,,,,,,,,,
F,26,Y3,2023 Q4,12.0,8.0,False,False,False,OTHER,1,0,Y3+,Eligible,Rewards,Low,13,2,,,,,,,,,0,,,,,,,,231,189000.0,2,139753.83001083,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01434166667,0.8098192,0.02574876869278997,0.8098192,0.9085000000000001,0.0019100000000000002,638,0.0066,0.07162,468.5442290947782,0.94711376,,,,,,,,,,
F,11,Y1-S11,2024 Q1,4.0,9.0,False,False,True,OTHER,5,0,Y1,Eligible,Rewards,High,4,1,1.0,0.0,0.0,4698.04,277.13,4825.15,5000.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4938.736,4886.62,1,5000.0,1,4938.736,0.0,0.0,0.96503,5000.0,0.0,0.0,277.13,0,4938.736,0.05611355,,,,,,,,,,,,0.0,,0.939608,0.0,5000.0,0.0,0.0,0.05743448390205486,0.0,4938.736
F,18,Y2,2020 H2,5.0,8.0,False,False,False,OTHER,2,0,Y2,Eligible,Non-Rewards,High,35,268,266.0,2.0,24.0,454598.74,36593.88,471126.91,918600.0,5.0,1,3035.55,3200.0,3.0,1117.25,15.0,465151.26671961,438382.79,266,918600.0,268,465151.26671961,0.090226,1517.775,0.51287493,3453.38345865,1117.25,15.0,36593.88,1,465151.26671961,0.07867092,0.01161035414,0.6581148,0.026071823466666668,0.6581148,0.8347,0.0014600000000000001,1470,0.0059,0.038700000000000005,683.9066970332185,0.9456624100000001,0.007518796992481203,0.9486093750000001,0.4948821467450468,0.018796992481203006,3453.3834586466164,0.011278195488721804,0.05639097744360902,0.07767308388306667,0.0037593984962406013,465151.26671961
F,7,Y1-S7,2022 Q3,5.0,10.0,True,False,False,APPROVED,1,300,Y1,Eligible,Non-Rewards,High,19,1,1.0,0.0,0.0,1279.43,0.0,1502.18,1300.0,1.0,0,0.0,0.0,0.0,0.0,1.0,1429.37034483,1296.82,1,1300.0,1,1429.37034483,0.0,0.0,1.15552308,1300.0,0.0,1.0,0.0,0,1429.37034483,0.0,0.008586024859,0.94943061,0.07111657224101069,0.9494306100000001,0.8788637494084881,0.0011400000000000002,1029,0.00530397,0.0379,896.8850103620888,0.947346684429873,0.0,,0.9841769230769232,1.0,1300.0,0.0,1.0,0.0,0.0,1429.37034483
F,11,Y1-S11,2019 H2,6.0,9.0,True,False,False,APPROVED,2,500,Y1,Eligible,Non-Rewards,Low,62,2,,,,,,,,,0,,,,,,,,2,8200.0,2,7463.46129033,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,18,Y2,2023 Q2,13.0,,False,False,False,OTHER,1,0,Y2,Eligible,Rewards,Low,57,1,,,,,,,,,0,,,,,,,,1,750.0,1,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,11,Y1-S11,2022 Q3,10.0,6.0,False,False,False,APPROVED,3,500,Y1,Eligible,Non-Rewards,High,13,4,4.0,0.0,0.0,10585.17,14.1,10979.49,11600.0,0.0,0,0.0,0.0,0.0,0.0,1.0,10880.93875267,10784.9,4,11600.0,4,10880.93875267,0.0,0.0,0.94650776,2900.0,0.0,1.0,14.1,0,10880.93875267,0.00129584,0.01548688426,0.7444224304,0.050955733201680675,0.7469331300000001,0.9204587314498641,0.0009600000000000001,2975,0.00611585,0.057100000000000005,2023.4555217292595,0.9373733517025301,0.0,,0.9125146551724138,0.0,2900.0,0.0,0.25,0.0012842126546861465,0.0,10880.93875267
F,7,Y1-S7,2024 Q3,3.0,5.0,True,False,False,APPROVED,2,1000,Y1,Eligible,Rewards,Low,66,127,,,,,,,,,0,,,,,,,,126,501400.0,127,350644.5743764,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2018 H1,15.0,5.0,False,False,False,APPROVED,1,1000,Y1,Not Eligible,Non-Rewards,Low,46,2,,,,,,,,,0,,,,,,,,29,60500.0,2,22646.00994924,0.0,0.0,0.0,0.0,,,,0,,0.0,0.02630897504,0.71740043,0.01886498411629353,0.71740043,0.9320234609670741,0.0008399999999990001,1608,0.00638743,0.074,282.45250021589464,0.9377883106196371,,,,,,,,,,
F,18,Y2,2024 Q1,11.0,6.0,False,False,False,OTHER,3,0,Y2,Eligible,Non-Rewards,High,10,30,30.0,0.0,0.0,46120.48,7215.72,49982.54,74200.0,1.0,0,0.0,0.0,0.0,0.0,2.0,48328.14841938,40923.12,30,74200.0,30,48328.14841938,0.0,0.0,0.67361914,2473.33333333,0.0,2.0,7215.72,0,48328.14841938,0.14930678,0.007425873962,0.6217803,0.08677078535440456,0.6217803,0.8943000000000001,0.00197,2452,0.007200000000000001,0.06770000000000001,1464.3304508293381,0.91419046,0.0,,0.6215698113207547,0.03333333333333333,2473.3333333333335,0.0,0.06666666666666667,0.1443648121924176,0.0,48328.14841938
F,11,Y1-S11,2024 Q3,14.0,9.0,False,False,False,OTHER,3,0,Y1,Eligible,Non-Rewards,Low,49,65,,,,,,,,,0,,,,,,,,12,31250.0,65,29733.25805378,0.0,0.0,0.0,0.0,,,,0,,0.0,0.02151811716,0.82070171,0.010167240994245787,0.82070171,0.91293645819231,0.0008399999999990001,2433,0.00633566,0.0687,663.6369898233468,0.9472573796835111,,,,,,,,,,
F,11,Y1-S11,2024 Q4,2.0,2.0,False,False,False,OTHER,1,0,Y1,Eligible,Rewards,Low,23,28,,,,,,,,,0,,,,,,,,28,19800.0,28,5551.82674195,0.0,0.0,0.0,0.0,,,,0,,0.0,0.004410908177,0.40381485,0.06856519570384138,0.40381485,0.798636471252218,0.0011400000000000002,807,0.00490132,0.0207,304.06708202993127,0.904200729100273,,,,,,,,,,
F,7,Y1-S7,2019 H2,5.0,3.0,False,False,False,APPROVED,1,100,Y1,Eligible,Non-Rewards,Low,88,287,,,,,,,,,0,,,,,,,,4,8300.0,287,2886.55100001,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,11,Y1-S11,2023 Q1,9.0,6.0,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,High,17,270,266.0,4.0,48.0,173598.34,19135.68,187491.09,254000.0,6.0,2,2660.61,3200.0,2.0,296.49,24.0,185087.93221506,168710.9,266,254000.0,270,185087.93221506,0.180451,665.1525,0.7381539,954.88721805,296.49,24.0,19135.68,2,185087.93221506,0.10338697,0.01569770745,0.7910565,0.04593817812859304,0.7910564999999999,0.9272203047669471,0.0009600000000000001,661,0.00588439,0.0599,454.2384536731151,0.9388608225055791,0.015037593984962405,0.831440625,0.683458031496063,0.022556390977443608,954.8872180451128,0.007518796992481203,0.09022556390977443,0.10206180997721012,0.007518796992481203,185087.93221506
F,18,Y2,2024 Q3,2.0,6.0,False,False,False,OTHER,1,0,Y2,Eligible,Rewards,Low,54,2,,,,,,,,,0,,,,,,,,2,4850.0,2,1225.85633333,0.0,0.0,0.0,0.0,,,,0,,0.0,0.005007586615,0.58055781,0.024813361076233185,0.5805578100000001,0.8091,0.0014600000000000001,669,0.0047,0.0181,285.9956298336482,0.93605466,,,,,,,,,,
F,7,Y1-S7,2023 Q2,2.0,9.0,False,False,False,APPROVED,2,100,Y1,Eligible,Rewards,High,18,1,1.0,0.0,0.0,1942.13,85.75,1991.03,2100.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2051.12733333,2031.34,1,2100.0,1,2051.12733333,0.0,0.0,0.94810952,2100.0,0.0,0.0,85.75,0,2051.12733333,0.04180628,0.00408873982,0.89166066,0.08416141482747805,0.89166066,0.7837701287485881,0.0009600000000000001,1594,0.00465271,0.0193,1358.9948814505933,0.9453059033056611,0.0,,0.9248238095238096,0.0,2100.0,0.0,0.0,0.04306816070074283,0.0,2051.12733333
F,7,Y1-S7,2022 Q4,12.0,8.0,False,False,False,OTHER,2,0,Y1,Eligible,Non-Rewards,High,29,14,13.0,1.0,12.0,27003.82,1144.03,29085.78,35050.0,0.0,0,1029.63,1250.0,0.0,0.0,1.0,28421.3685453,26835.25,13,35050.0,14,28421.3685453,0.923077,1029.63,0.8298368,2696.15384615,0.0,1.0,1144.03,0,28421.3685453,0.04025246,0.02197694286,0.79322664,0.04135006306565307,0.79322664,0.9015109165729641,0.0011400000000000002,1447,0.0061873,0.0671,693.1535282441288,0.9461976067505481,0.07692307692307693,0.8237040000000001,0.770437089871612,0.0,2696.153846153846,0.0,0.07692307692307693,0.03933296614359319,0.0,28421.3685453
F,7,Y1-S7,2025 Q1,13.0,4.0,False,False,False,OTHER,3,0,Y1,Eligible,Rewards,Low,68,6,,,,,,,,,0,,,,,,,,6,17000.0,6,7621.5264086,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2020 H1,8.0,,False,False,False,APPROVED,1,100,Y1,Eligible,Non-Rewards,High,14,4,4.0,0.0,0.0,3448.24,755.49,3519.05,4950.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3243.33,3097.0,4,4950.0,4,3243.33,0.0,0.0,0.71091919,1237.5,0.0,0.0,755.49,0,3243.33,0.23293652,,,,,,,,,,,,0.0,,0.6966141414141414,0.0,1237.5,0.0,0.0,0.21468578167403132,0.0,3243.33
F,26,Y3,2023 Q1,15.0,4.0,False,False,False,OTHER,4,0,Y3+,Eligible,Non-Rewards,Low,46,4,,,,,,,,,0,,,,,,,,2,7700.0,4,3725.67412903,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01691666667,0.6501476,0.05084579855391304,0.6501475999999999,0.9169,0.0015400000000000001,3450,0.0043,0.0621,828.3064502276133,0.90341328,,,,,,,,,,
F,18,Y2,2024 Q3,13.0,4.0,False,False,False,OTHER,2,0,Y2,Eligible,Non-Rewards,Low,32,6,,,,,,,,,0,,,,,,,,2,3250.0,6,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01453434032,0.593098355,0.024088170482328485,0.5930983550000001,0.894,0.0034200000000000003,1443,0.0053,0.0712,569.2949206267991,0.91403104,,,,,,,,,,
F,7,Y1-S7,2019 H1,12.0,8.0,False,False,False,APPROVED,1,750,Y1,Eligible,Non-Rewards,High,33,12,12.0,0.0,0.0,13096.3,654.95,13428.99,20000.0,0.0,0,0.0,0.0,0.0,0.0,0.0,15592.51884412,15207.05,12,20000.0,12,15592.51884412,0.0,0.0,0.6714495,1666.66666667,0.0,0.0,654.95,0,15592.51884412,0.04200412,0.01905275305,0.77500026,0.0370096503942029,0.77500026,0.9015109165729641,0.001019999999999,1380,0.0061873,0.06420000000000001,592.5703677868868,0.9461976067505481,0.0,,0.6548149999999999,0.0,1666.6666666666667,0.0,0.0,0.04877135212700286,0.0,15592.51884412
F,26,Y3,2021 H2,3.0,6.0,False,False,False,OTHER,1,0,Y3+,Eligible,Non-Rewards,Low,9,5,,,,,,,,,0,,,,,,,,119,138250.0,5,55749.72343584,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0009083333333,0.5657932,0.05329584525295858,0.5657932,0.7165,0.0020700000000000002,676,0.0051,0.019270000000000002,374.62931977173304,0.94611406,,,,,,,,,,
F,7,Y1-S7,2022 Q4,14.0,9.0,False,False,False,APPROVED,2,1000,Y1,Eligible,Non-Rewards,Low,32,2,,,,,,,,,0,,,,,,,,1,5000.0,2,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,0.02171608966,0.86903527,0.030602655420491804,0.86903527,0.91293645819231,0.0014279999999990002,2440,0.00633566,0.0721,1051.4312243268803,0.9472573796835111,,,,,,,,,,
F,7,Y1-S7,2019 H2,13.0,1.0,False,False,False,APPROVED,1,100,Y1,Not Eligible,Non-Rewards,Low,18,4,,,,,,,,,0,,,,,,,,2,1000.0,4,316.16,0.0,0.0,0.0,0.0,,,,0,,0.0,0.02626850301,0.30261125,0.04745148571922545,0.30261125,0.9501400814181571,0.0009600000000000001,723,0.00640531,0.0752,167.7138261159818,0.8419622719480071,,,,,,,,,,
F,26,Y3,2021 H1,4.0,8.0,False,False,False,OTHER,3,0,Y3+,Eligible,Non-Rewards,Low,37,3,,,,,,,,,0,,,,,,,,19,103700.0,3,59395.10459216,0.0,0.0,0.0,0.0,,,,0,,0.0,0.008566666667,0.6383448,0.029171108431863327,0.6383447999999999,0.8227,0.0015400000000000001,2517,0.0056,0.0315,1224.215575629445,0.9465072999999999,,,,,,,,,,
F,11,Y1-S11,2019 H2,8.0,3.0,False,False,False,OTHER,2,0,Y1,Eligible,Non-Rewards,Low,67,8,,,,,,,,,0,,,,,,,,8,29600.0,8,15806.20184333,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2022 Q2,15.0,5.0,False,False,False,APPROVED,2,100,Y1,Eligible,Non-Rewards,Low,16,2,,,,,,,,,0,,,,,,,,10,19750.0,2,14709.33138706,0.0,0.0,0.0,0.0,,,,0,,0.0,0.04002751846,0.74355929,0.041117034587394415,0.74355929,0.994957033594802,0.0009600000000000001,1539,0.00679312,0.085,750.6538881683016,0.934627503177152,,,,,,,,,,
F,11,Y1-S11,2024 Q2,5.0,,False,False,False,OTHER,4,0,Y1,Eligible,Non-Rewards,High,11,1,1.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4000.0,1,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0,0.0,0.0,,,,,,,,,,,,0.0,,0.0,0.0,4000.0,0.0,0.0,,0.0,0.0
F,7,Y1-S7,2025 Q1,5.0,6.0,False,False,False,APPROVED,1,1000,Y1,Eligible,Non-Rewards,Low,7,323,,,,,,,,,0,,,,,,,,240,369950.0,323,282531.3280829,0.0,0.0,0.0,0.0,,,,0,,0.0,0.0009120587046,0.80491052,0.10534437054308848,0.80491052,0.7367495503033651,0.0009600000000000001,1729,0.0057595300000000006,0.0184,1380.1890399354738,0.9363903785991641,,,,,,,,,,
F,7,Y1-S7,2021 H2,14.0,5.0,False,False,False,APPROVED,2,100,Y1,Eligible,Rewards,Low,63,9,,,,,,,,,0,,,,,,,,7,11900.0,9,10223.00366667,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2023 Q2,12.0,7.0,False,False,False,APPROVED,2,100,Y1,Eligible,Rewards,Low,48,49,,,,,,,,,0,,,,,,,,12,23850.0,49,20177.18210753,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01905275305,0.71671234,0.03320081593148028,0.7167123400000001,0.9015109165729641,0.0008399999999990001,1547,0.0061873,0.0613,453.5564886078045,0.9441795241852121,,,,,,,,,,
F,11,Y1-S11,2020 H1,13.0,3.0,False,False,False,APPROVED,2,100,Y1,Eligible,Non-Rewards,Low,27,3,,,,,,,,,0,,,,,,,,4,7000.0,3,3381.29974191,0.0,0.0,0.0,0.0,,,,0,,0.0,0.02475523344,0.54496765,0.022408399767984446,0.54496765,0.914914969004035,0.0011400000000000002,1543,0.00626828,0.0716,507.1593670516392,0.9240317199769471,,,,,,,,,,
F,11,Y1-S11,2019 H2,9.0,10.0,False,False,False,OTHER,2,0,Y1,Eligible,Non-Rewards,Low,13,1,,,,,,,,,0,,,,,,,,11,17550.0,1,15868.92,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01287444966,0.94523394,0.051712826180698154,0.94523394,0.9043696509219251,0.0009600000000000001,1461,0.00588636,0.0519,1277.5467610346757,0.946008712692999,,,,,,,,,,
F,11,Y1-S11,2024 Q2,10.0,6.0,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,High,5,193,192.0,0.0,0.0,82022.7,11354.05,87632.03,112750.0,6.0,1,0.0,0.0,0.0,0.0,20.0,88142.45496781,78519.46,192,112750.0,193,88142.45496781,0.0,0.0,0.77722421,587.23958333,0.0,20.0,11354.05,1,88142.45496781,0.12881477,0.0005986209266,0.73583317,0.06189802667438271,0.73583317,0.841211599582335,0.0007800000000000001,648,0.00839218,0.030600000000000002,473.98564746356067,0.9370140232752361,0.0,,0.7274740576496673,0.03125,587.2395833333334,0.0,0.10416666666666667,0.12956506884526126,0.005208333333333333,88142.45496781
F,26,Y3,2021 H2,7.0,9.0,False,False,False,OTHER,4,0,Y3+,Eligible,Non-Rewards,Low,57,29,,,,,,,,,0,,,,,,,,23,126650.0,29,77544.62391936,0.0,0.0,0.0,0.0,,,,0,,0.0,0.01290833333,0.6661686,0.03782877275381076,0.6661686,0.8604,0.0015400000000000001,3477,0.0064,0.031200000000000002,1158.3644716056526,0.9475072999999999,,,,,,,,,,
F,7,Y1-S7,2021 H2,4.0,6.0,True,False,False,APPROVED,1,1000,Y1,Eligible,Non-Rewards,High,33,11,10.0,1.0,12.0,32435.21,810.41,35527.38,41800.0,0.0,0,2431.12,2500.0,0.0,0.0,0.0,35438.99741935,32167.53,10,41800.0,11,35438.99741935,1.2,2431.12,0.84993732,4180.0,0.0,0.0,810.41,0,35438.99741935,0.02286775,0.009143966452,0.69629572,0.06062786930057142,0.6962957200000001,0.8393731662892541,0.001019999999999,1750,0.00522745,0.030500000000000003,987.5662615446628,0.941835764111678,0.1,0.972448,0.775961961722488,0.0,4180.0,0.0,0.0,0.02281085742883376,0.0,35438.99741935
F,7,Y1-S7,2018 H1,7.0,,False,False,False,OTHER,1,1000,Y1,Eligible,Non-Rewards,High,3,1,1.0,0.0,0.0,1769.17,724.85,1802.93,2000.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1561.29,1579.79,1,2000.0,1,1561.29,0.0,0.0,0.901465,2000.0,0.0,0.0,724.85,0,1561.29,0.46426353,,,,,,,,,,,,0.0,,0.8845850000000001,0.0,2000.0,0.0,0.0,0.40204001264608163,0.0,1561.29
F,11,Y1-S11,2022 Q3,2.0,6.0,True,False,False,APPROVED,3,500,Y1,Eligible,Non-Rewards,Low,79,2,,,,,,,,,0,,,,,,,,1,5800.0,2,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,18,Y2,2023 Q2,3.0,9.0,True,False,False,APPROVED,1,3000,Y2,Eligible,Non-Rewards,Low,36,5,,,,,,,,,0,,,,,,,,1,4500.0,5,4426.57354839,0.0,0.0,0.0,0.0,,,,0,,0.0,0.008297818757,0.7039684898,0.04075140165914037,0.7339161,0.8067000000000001,0.0014600000000000001,3676,0.005200000000000001,0.0257,1952.3605194444701,0.9458438,,,,,,,,,,
F,7,Y1-S7,2023 Q1,4.0,6.0,False,False,False,OTHER,3,0,Y1,Eligible,Rewards,Low,46,8,,,,,,,,,0,,,,,,,,20,92600.0,8,71166.33273121,0.0,0.0,0.0,0.0,,,,0,,0.0,0.00892094288,0.66642623,0.04335360371036708,0.66642623,0.8393731662892541,0.0008399999999990001,2479,0.00522745,0.0296,1181.3979927655798,0.941835764111678,,,,,,,,,,
F,26,Y3,2024 Q1,9.0,1.0,False,False,False,OTHER,2,0,Y3+,Eligible,Non-Rewards,Low,70,1,,,,,,,,,0,,,,,,,,1,1250.0,1,0.0,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,26,Y3,2024 Q2,3.0,6.0,False,False,False,OTHER,2,0,Y3+,Eligible,Rewards,Low,33,7,,,,,,,,,0,,,,,,,,7,17750.0,7,13623.28672043,0.0,0.0,0.0,0.0,,,,0,,0.0,0.006358333333,0.5304842,0.04600315808419689,0.5304842,0.804,0.0015400000000000001,1544,0.005200000000000001,0.0268,680.0438259918169,0.9445072999999999,,,,,,,,,,
F,18,Y2,2021 H1,6.0,5.0,False,False,False,OTHER,2,0,Y2,Eligible,Non-Rewards,Low,74,257,,,,,,,,,0,,,,,,,,160,455300.0,257,211697.24898465,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,18,Y2,2023 Q3,4.0,6.0,False,False,True,APPROVED,5,1000,Y2,Eligible,Rewards,Low,63,19,,,,,,,,,0,,,,,,,,44,275750.0,19,118858.40077421,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,11,Y1-S11,2022 Q1,8.0,9.0,True,False,False,APPROVED,1,500,Y1,Not Eligible,Non-Rewards,Low,84,3,,,,,,,,,0,,,,,,,,3,6000.0,3,4408.28381721,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2019 H1,4.0,7.0,False,False,False,OTHER,1,0,Y1,Eligible,Non-Rewards,High,66,1,1.0,0.0,0.0,1066.39,1447.41,1066.39,6500.0,0.0,0,0.0,0.0,0.0,0.0,0.0,631.307,0.0,1,6500.0,1,631.307,0.0,0.0,0.16406,6500.0,0.0,0.0,1447.41,0,631.307,2.29271971,,,,,,,,,,,,0.0,,0.16406,0.0,6500.0,0.0,0.0,1.3572989244085185,0.0,631.307
F,7,Y1-S7,2022 Q2,9.0,5.0,False,False,False,APPROVED,1,500,Y1,Eligible,Rewards,High,25,8,8.0,0.0,0.0,8188.24,1535.27,8681.99,22600.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10714.62040861,8292.0,8,22600.0,8,10714.62040861,0.0,0.0,0.38415885,2825.0,0.0,0.0,1535.27,0,10714.62040861,0.14328739,0.01897136654,0.69872571,0.04920591172523687,0.69872571,0.8992149398685411,0.0011400000000000002,1161,0.00588291,0.063,597.5395336562968,0.9377883106196371,0.0,,0.3623115044247788,0.0,2825.0,0.0,0.0,0.17683388255457563,0.0,10714.62040861
F,26,Y3,2025 Q1,,,False,False,False,OTHER,1,0,Y3+,Eligible,Non-Rewards,Low,87,125,,,,,,,,,0,,,,,,,,5,3950.0,125,1979.80252688,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2022 Q1,6.0,6.0,True,False,False,APPROVED,1,300,Y1,Eligible,Non-Rewards,High,34,116,115.0,1.0,12.0,212418.86,10352.81,223637.21,289100.0,5.0,2,3045.01,3050.0,1.0,103.5,12.0,222841.51192476,210807.92,115,289100.0,116,222841.51192476,0.104348,3045.01,0.77356351,2513.91304348,103.5,12.0,10352.81,2,222841.51192476,0.04645818,0.01170812854,0.72534773,0.0470411353045635,0.72534773,0.860157204537462,0.001019999999999,1008,0.00551021,0.0443,532.9568317222522,0.941835764111678,0.008695652173913044,0.9983639344262296,0.7347591144932549,0.043478260869565216,2513.913043478261,0.008695652173913044,0.10434782608695652,0.04629287764768662,0.017391304347826087,222841.51192476
F,7,Y1-S7,2025 Q2,5.0,7.0,False,False,False,OTHER,2,0,Y1,Eligible,Rewards,Low,8,65,,,,,,,,,0,,,,,,,,65,116500.0,65,97073.76918281,0.0,0.0,0.0,0.0,,,,0,,0.0,0.001653631518,0.8160098,0.09872378917488182,0.8160098,0.7587418221309811,0.001344,1481,0.00550856,0.0205,1195.007813755178,0.9387832682059251,,,,,,,,,,
F,11,Y1-S11,2020 H2,4.0,,False,False,False,APPROVED,1,500,Y1,Eligible,Non-Rewards,Low,80,4,,,,,,,,,0,,,,,,,,3,11900.0,4,6492.13764516,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,26,Y3,2025 Q2,1.0,4.0,True,False,True,APPROVED,8,3000,Y3+,Eligible,Rewards,Low,81,2,,,,,,,,,0,,,,,,,,1,11000.0,2,4511.376,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
F,7,Y1-S7,2023 Q1,8.0,4.0,False,False,False,OTHER,2,0,Y1,Eligible,Non-Rewards,High,1,21,21.0,0.0,0.0,13384.56,3673.6,13723.06,30300.0,0.0,0,0.0,0.0,2.0,477.45,0.0,12982.62695843,10623.41,21,30300.0,21,12982.62695843,0.0,0.0,0.45290627,1442.85714286,477.45,0.0,3673.6,0,12982.62695843,0.28296276,0.0001919078842,0.42401238,0.14789331484536786,0.42401238,0.696920266091356,0.0007800000000000001,1468,0.0092403,0.0103,621.8452096085233,0.8149909938120161,0.0,,0.4417346534653465,0.0,1442.857142857143,0.09523809523809523,0.0,0.2676953973822165,0.0,12982.62695843
F,11,Y1-S11,2022 Q4,3.0,2.0,False,False,False,APPROVED,1,2500,Y1,Eligible,Rewards,Low,85,13,,,,,,,,,0,,,,,,,,10,42850.0,13,17017.61192472,0.0,0.0,0.0,0.0,,,,0,,0.0,,,,,,,,,,,,,,,,,,,,,
